Name,Code,Org_Latitude,Org_Longitude,Org_Altitude,Correct_Latitude,Correct_Longitude,Correct_Altitude,Latitude,Longitude,Altitude,AntennaHeight,Northing,Easting,Height,State,Satellite_Lock,Satellite_View,PDOP,HRMS,VRMS,Age,Date,Time,Base_ID,Base_Latitude,Base_Longitude,Base_Altitude,Base_Distance,CompensationMode,InclineAngle,AzimuthAngle,Correct_n,Correct_e,Correct_h
144,,045d28m42.5464140000s,009d13m36.4309500000s,163.146,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.5464140000s,009d13m36.4309500000s,161.070,2.076,5036131.279,517724.840,161.070,FIXED,27,33,1.010,0.014,0.017,0.0,2023-11-13,11:22:21,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,192.531,0,0.00000000,270.00000000,0.000,0.000,0.000
145,,045d28m42.5851800000s,009d13m36.4066680000s,163.113,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.5851800000s,009d13m36.4066680000s,161.037,2.076,5036132.474,517724.309,161.037,FIXED,28,33,0.960,0.014,0.017,0.0,2023-11-13,11:22:23,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,193.140,0,0.00000000,270.00000000,0.000,0.000,0.000
146,,045d28m42.6277440000s,009d13m36.3791580000s,163.118,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.6277440000s,009d13m36.3791580000s,161.042,2.076,5036133.785,517723.708,161.042,FIXED,27,34,0.930,0.014,0.017,0.0,2023-11-13,11:22:25,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,193.828,0,0.00000000,270.00000000,0.000,0.000,0.000
147,,045d28m42.6706320000s,009d13m36.3487560000s,163.139,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.6706320000s,009d13m36.3487560000s,161.063,2.076,5036135.107,517723.045,161.063,FIXED,29,35,0.930,0.014,0.017,0.0,2023-11-13,11:22:27,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,194.585,0,0.00000000,270.00000000,0.000,0.000,0.000
148,,045d28m42.7106160000s,009d13m36.3218880000s,163.177,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.7106160000s,009d13m36.3218880000s,161.101,2.076,5036136.339,517722.458,161.101,FIXED,27,34,0.930,0.014,0.017,0.0,2023-11-13,11:22:29,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,195.263,0,0.00000000,270.00000000,0.000,0.000,0.000
149,,045d28m42.7428420000s,009d13m36.2907600000s,163.155,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.7428420000s,009d13m36.2907600000s,161.079,2.076,5036137.332,517721.779,161.079,FIXED,29,34,0.910,0.014,0.017,0.0,2023-11-13,11:22:31,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,196.026,0,0.00000000,270.00000000,0.000,0.000,0.000
150,,045d28m42.7733880000s,009d13m36.2449320000s,163.147,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.7733880000s,009d13m36.2449320000s,161.071,2.076,5036138.272,517720.782,161.071,FIXED,29,34,0.910,0.014,0.017,0.0,2023-11-13,11:22:33,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,197.099,0,0.00000000,270.00000000,0.000,0.000,0.000
151,,045d28m42.7959120000s,009d13m36.1900200000s,163.152,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.7959120000s,009d13m36.1900200000s,161.076,2.076,5036138.964,517719.588,161.076,FIXED,29,35,0.970,0.014,0.017,0.0,2023-11-13,11:22:35,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,198.342,0,0.00000000,270.00000000,0.000,0.000,0.000
152,,045d28m42.8221440000s,009d13m36.1333260000s,163.161,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.8221440000s,009d13m36.1333260000s,161.085,2.076,5036139.770,517718.354,161.085,FIXED,28,35,0.950,0.014,0.017,0.0,2023-11-13,11:22:37,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,199.637,0,0.00000000,270.00000000,0.000,0.000,0.000
153,,045d28m42.8457120000s,009d13m36.0744180000s,163.135,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.8457120000s,009d13m36.0744180000s,161.059,2.076,5036140.493,517717.074,161.059,FIXED,29,35,0.970,0.014,0.017,0.0,2023-11-13,11:22:39,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,200.977,0,0.00000000,270.00000000,0.000,0.000,0.000
154,,045d28m42.8718180000s,009d13m36.0208380000s,163.110,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.8718180000s,009d13m36.0208380000s,161.034,2.076,5036141.296,517715.908,161.034,FIXED,28,35,0.930,0.014,0.017,0.0,2023-11-13,11:22:41,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,202.214,0,0.00000000,270.00000000,0.000,0.000,0.000
155,,045d28m42.8955120000s,009d13m35.9606760000s,163.065,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.8955120000s,009d13m35.9606760000s,160.989,2.076,5036142.023,517714.600,160.989,FIXED,29,35,0.910,0.014,0.017,0.0,2023-11-13,11:22:43,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,203.589,0,0.00000000,270.00000000,0.000,0.000,0.000
156,,045d28m42.9167520000s,009d13m35.8995480000s,163.043,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.9167520000s,009d13m35.8995480000s,160.967,2.076,5036142.675,517713.271,160.967,FIXED,30,35,0.890,0.014,0.017,0.0,2023-11-13,11:22:45,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,204.973,0,0.00000000,270.00000000,0.000,0.000,0.000
157,,045d28m42.9381360000s,009d13m35.8393560000s,163.001,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.9381360000s,009d13m35.8393560000s,160.925,2.076,5036143.331,517711.962,160.925,FIXED,30,35,0.910,0.014,0.017,0.0,2023-11-13,11:22:47,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,206.342,0,0.00000000,270.00000000,0.000,0.000,0.000
158,,045d28m42.9591120000s,009d13m35.7808080000s,162.995,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.9591120000s,009d13m35.7808080000s,160.919,2.076,5036143.975,517710.689,160.919,FIXED,30,35,0.910,0.014,0.017,0.0,2023-11-13,11:22:49,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,207.671,0,0.00000000,270.00000000,0.000,0.000,0.000
159,,045d28m42.9752460000s,009d13m35.7233460000s,162.965,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.9752460000s,009d13m35.7233460000s,160.889,2.076,5036144.469,517709.440,160.889,FIXED,30,35,0.890,0.014,0.017,0.0,2023-11-13,11:22:51,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,208.962,0,0.00000000,270.00000000,0.000,0.000,0.000
160,,045d28m42.9936060000s,009d13m35.6665740000s,162.963,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.9936060000s,009d13m35.6665740000s,160.887,2.076,5036145.032,517708.206,160.887,FIXED,31,35,0.890,0.014,0.017,0.0,2023-11-13,11:22:53,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,210.244,0,0.00000000,270.00000000,0.000,0.000,0.000
161,,045d28m43.0062600000s,009d13m35.6112540000s,162.935,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0062600000s,009d13m35.6112540000s,160.859,2.076,5036145.419,517707.004,160.859,FIXED,30,35,0.910,0.014,0.017,0.0,2023-11-13,11:22:55,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,211.477,0,0.00000000,270.00000000,0.000,0.000,0.000
162,,045d28m43.0185300000s,009d13m35.5508040000s,162.928,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0185300000s,009d13m35.5508040000s,160.852,2.076,5036145.794,517705.691,160.852,FIXED,30,35,0.910,0.014,0.017,0.0,2023-11-13,11:22:57,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,212.815,0,0.00000000,270.00000000,0.000,0.000,0.000
163,,045d28m43.0280820000s,009d13m35.4895620000s,162.901,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0280820000s,009d13m35.4895620000s,160.825,2.076,5036146.085,517704.360,160.825,FIXED,30,35,0.910,0.014,0.017,0.0,2023-11-13,11:22:59,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,214.163,0,0.00000000,270.00000000,0.000,0.000,0.000
164,,045d28m43.0391460000s,009d13m35.4250920000s,162.890,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0391460000s,009d13m35.4250920000s,160.814,2.076,5036146.423,517702.960,160.814,FIXED,30,35,0.910,0.014,0.017,0.0,2023-11-13,11:23:01,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,215.583,0,0.00000000,270.00000000,0.000,0.000,0.000
165,,045d28m43.0465980000s,009d13m35.3656140000s,162.860,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0465980000s,009d13m35.3656140000s,160.784,2.076,5036146.649,517701.668,160.784,FIXED,30,35,0.910,0.014,0.017,0.0,2023-11-13,11:23:03,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,216.885,0,0.00000000,270.00000000,0.000,0.000,0.000
166,,045d28m43.0564860000s,009d13m35.3038740000s,162.845,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0564860000s,009d13m35.3038740000s,160.769,2.076,5036146.951,517700.327,160.769,FIXED,29,35,0.910,0.014,0.017,0.0,2023-11-13,11:23:05,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,218.243,0,0.00000000,270.00000000,0.000,0.000,0.000
167,,045d28m43.0595100000s,009d13m35.2405920000s,162.851,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0595100000s,009d13m35.2405920000s,160.775,2.076,5036147.040,517698.952,160.775,FIXED,29,35,0.950,0.014,0.017,0.0,2023-11-13,11:23:07,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,219.604,0,0.00000000,270.00000000,0.000,0.000,0.000
168,,045d28m43.0679880000s,009d13m35.1774660000s,162.804,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0679880000s,009d13m35.1774660000s,160.728,2.076,5036147.298,517697.581,160.728,FIXED,30,35,0.910,0.014,0.017,0.0,2023-11-13,11:23:09,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,220.990,0,0.00000000,270.00000000,0.000,0.000,0.000
169,,045d28m43.0742580000s,009d13m35.1151560000s,162.777,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0742580000s,009d13m35.1151560000s,160.701,2.076,5036147.488,517696.228,160.701,FIXED,30,35,0.910,0.014,0.017,0.0,2023-11-13,11:23:11,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,222.348,0,0.00000000,270.00000000,0.000,0.000,0.000
170,,045d28m43.0794720000s,009d13m35.0483040000s,162.763,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0794720000s,009d13m35.0483040000s,160.687,2.076,5036147.644,517694.776,160.687,FIXED,30,35,0.910,0.014,0.017,0.0,2023-11-13,11:23:13,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,223.797,0,0.00000000,270.00000000,0.000,0.000,0.000
171,,045d28m43.0818060000s,009d13m34.9808100000s,162.759,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0818060000s,009d13m34.9808100000s,160.683,2.076,5036147.712,517693.311,160.683,FIXED,30,35,0.910,0.014,0.017,0.0,2023-11-13,11:23:15,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,225.247,0,0.00000000,270.00000000,0.000,0.000,0.000
172,,045d28m43.0853040000s,009d13m34.9163640000s,162.715,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0853040000s,009d13m34.9163640000s,160.639,2.076,5036147.816,517691.911,160.639,FIXED,30,35,0.910,0.014,0.017,0.0,2023-11-13,11:23:17,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,226.641,0,0.00000000,270.00000000,0.000,0.000,0.000
173,,045d28m43.0900200000s,009d13m34.8471720000s,162.703,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0900200000s,009d13m34.8471720000s,160.627,2.076,5036147.958,517690.409,160.627,FIXED,30,35,0.910,0.014,0.017,0.0,2023-11-13,11:23:19,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,228.138,0,0.00000000,270.00000000,0.000,0.000,0.000
174,,045d28m43.0954380000s,009d13m34.7731620000s,162.685,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0954380000s,009d13m34.7731620000s,160.609,2.076,5036148.120,517688.801,160.609,FIXED,30,35,0.910,0.014,0.017,0.0,2023-11-13,11:23:21,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,229.742,0,0.00000000,270.00000000,0.000,0.000,0.000
175,,045d28m43.0957740000s,009d13m34.7023020000s,162.679,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0957740000s,009d13m34.7023020000s,160.603,2.076,5036148.126,517687.263,160.603,FIXED,29,35,0.920,0.014,0.017,0.0,2023-11-13,11:23:23,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,231.256,0,0.00000000,270.00000000,0.000,0.000,0.000
176,,045d28m43.0949820000s,009d13m34.6390680000s,162.669,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0949820000s,009d13m34.6390680000s,160.593,2.076,5036148.098,517685.890,160.593,FIXED,30,35,0.920,0.014,0.017,0.0,2023-11-13,11:23:25,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,232.604,0,0.00000000,270.00000000,0.000,0.000,0.000
177,,045d28m43.0947360000s,009d13m34.5714600000s,162.620,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0947360000s,009d13m34.5714600000s,160.544,2.076,5036148.086,517684.423,160.544,FIXED,29,35,0.910,0.014,0.017,0.0,2023-11-13,11:23:27,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,234.053,0,0.00000000,270.00000000,0.000,0.000,0.000
178,,045d28m43.0952940000s,009d13m34.5043260000s,162.620,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0952940000s,009d13m34.5043260000s,160.544,2.076,5036148.099,517682.965,160.544,FIXED,30,35,0.930,0.014,0.017,0.0,2023-11-13,11:23:29,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,235.489,0,0.00000000,270.00000000,0.000,0.000,0.000
179,,045d28m43.0892580000s,009d13m34.4355420000s,162.611,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0892580000s,009d13m34.4355420000s,160.535,2.076,5036147.909,517681.472,160.535,FIXED,30,35,0.920,0.014,0.017,0.0,2023-11-13,11:23:31,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,236.936,0,0.00000000,270.00000000,0.000,0.000,0.000
180,,045d28m43.0833420000s,009d13m34.3711260000s,162.580,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0833420000s,009d13m34.3711260000s,160.504,2.076,5036147.722,517680.074,160.504,FIXED,30,35,0.920,0.014,0.017,0.0,2023-11-13,11:23:33,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,238.294,0,0.00000000,270.00000000,0.000,0.000,0.000
181,,045d28m43.0765620000s,009d13m34.3025040000s,162.558,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0765620000s,009d13m34.3025040000s,160.482,2.076,5036147.509,517678.585,160.482,FIXED,29,35,0.930,0.014,0.017,0.0,2023-11-13,11:23:35,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,239.737,0,0.00000000,270.00000000,0.000,0.000,0.000
182,,045d28m43.0690980000s,009d13m34.2404640000s,162.564,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0690980000s,009d13m34.2404640000s,160.488,2.076,5036147.275,517677.239,160.488,FIXED,28,35,0.930,0.014,0.017,0.0,2023-11-13,11:23:37,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,241.035,0,0.00000000,270.00000000,0.000,0.000,0.000
183,,045d28m43.0571820000s,009d13m34.1741280000s,162.521,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0571820000s,009d13m34.1741280000s,160.445,2.076,5036146.903,517675.800,160.445,FIXED,28,35,0.930,0.014,0.017,0.0,2023-11-13,11:23:39,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,242.415,0,0.00000000,270.00000000,0.000,0.000,0.000
184,,045d28m43.0474980000s,009d13m34.1112720000s,162.516,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0474980000s,009d13m34.1112720000s,160.440,2.076,5036146.600,517674.436,160.440,FIXED,29,35,0.930,0.014,0.017,0.0,2023-11-13,11:23:41,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,243.725,0,0.00000000,270.00000000,0.000,0.000,0.000
185,,045d28m43.0341360000s,009d13m34.0514700000s,162.483,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0341360000s,009d13m34.0514700000s,160.407,2.076,5036146.184,517673.139,160.407,FIXED,28,35,0.920,0.014,0.017,0.0,2023-11-13,11:23:43,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,244.962,0,0.00000000,270.00000000,0.000,0.000,0.000
186,,045d28m43.0213440000s,009d13m33.9931980000s,162.427,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0213440000s,009d13m33.9931980000s,160.351,2.076,5036145.786,517671.875,160.351,FIXED,28,35,0.920,0.014,0.017,0.0,2023-11-13,11:23:45,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,246.171,0,0.00000000,270.00000000,0.000,0.000,0.000
187,,045d28m43.0079940000s,009d13m33.9379680000s,162.415,0.0000000000000000,0.0000000000000000,0.000000,045d28m43.0079940000s,009d13m33.9379680000s,160.339,2.076,5036145.371,517670.677,160.339,FIXED,30,35,0.880,0.014,0.017,0.0,2023-11-13,11:23:47,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,247.310,0,0.00000000,270.00000000,0.000,0.000,0.000
188,,045d28m42.9915360000s,009d13m33.8744460000s,162.394,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.9915360000s,009d13m33.8744460000s,160.318,2.076,5036144.859,517669.299,160.318,FIXED,30,35,0.870,0.014,0.017,0.0,2023-11-13,11:23:49,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,248.618,0,0.00000000,270.00000000,0.000,0.000,0.000
189,,045d28m42.9744540000s,009d13m33.8126460000s,162.395,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.9744540000s,009d13m33.8126460000s,160.319,2.076,5036144.328,517667.959,160.319,FIXED,30,35,0.870,0.014,0.017,0.0,2023-11-13,11:23:51,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,249.886,0,0.00000000,270.00000000,0.000,0.000,0.000
190,,045d28m42.9561480000s,009d13m33.7526460000s,162.365,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.9561480000s,009d13m33.7526460000s,160.289,2.076,5036143.759,517666.658,160.289,FIXED,29,35,0.870,0.014,0.017,0.0,2023-11-13,11:23:53,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,251.118,0,0.00000000,270.00000000,0.000,0.000,0.000
191,,045d28m42.9367800000s,009d13m33.6919500000s,162.346,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.9367800000s,009d13m33.6919500000s,160.270,2.076,5036143.158,517665.342,160.270,FIXED,28,35,0.890,0.014,0.017,0.0,2023-11-13,11:23:55,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,252.362,0,0.00000000,270.00000000,0.000,0.000,0.000
192,,045d28m42.9170940000s,009d13m33.6336720000s,162.355,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.9170940000s,009d13m33.6336720000s,160.279,2.076,5036142.547,517664.078,160.279,FIXED,29,35,0.890,0.014,0.017,0.0,2023-11-13,11:23:57,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,253.551,0,0.00000000,270.00000000,0.000,0.000,0.000
193,,045d28m42.8929380000s,009d13m33.5702520000s,162.379,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.8929380000s,009d13m33.5702520000s,160.303,2.076,5036141.798,517662.704,160.303,FIXED,29,35,0.910,0.014,0.017,0.0,2023-11-13,11:23:59,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,254.839,0,0.00000000,270.00000000,0.000,0.000,0.000
194,,045d28m42.8685720000s,009d13m33.5051940000s,162.366,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.8685720000s,009d13m33.5051940000s,160.290,2.076,5036141.042,517661.293,160.290,FIXED,28,35,0.890,0.014,0.017,0.0,2023-11-13,11:24:01,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,256.169,0,0.00000000,270.00000000,0.000,0.000,0.000
195,,045d28m42.8452620000s,009d13m33.4461360000s,162.376,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.8452620000s,009d13m33.4461360000s,160.300,2.076,5036140.319,517660.013,160.300,FIXED,27,35,0.910,0.014,0.017,0.0,2023-11-13,11:24:03,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,257.373,0,0.00000000,270.00000000,0.000,0.000,0.000
196,,045d28m42.8243760000s,009d13m33.3882240000s,162.363,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.8243760000s,009d13m33.3882240000s,160.287,2.076,5036139.671,517658.758,160.287,FIXED,27,35,0.910,0.014,0.017,0.0,2023-11-13,11:24:05,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,258.564,0,0.00000000,270.00000000,0.000,0.000,0.000
197,,045d28m42.8006940000s,009d13m33.3340260000s,162.351,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.8006940000s,009d13m33.3340260000s,160.275,2.076,5036138.936,517657.583,160.275,FIXED,27,35,0.910,0.014,0.017,0.0,2023-11-13,11:24:07,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,259.671,0,0.00000000,270.00000000,0.000,0.000,0.000
198,,045d28m42.7776900000s,009d13m33.2773080000s,162.363,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.7776900000s,009d13m33.2773080000s,160.287,2.076,5036138.223,517656.354,160.287,FIXED,26,35,0.920,0.014,0.017,0.0,2023-11-13,11:24:09,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,260.833,0,0.00000000,270.00000000,0.000,0.000,0.000
199,,045d28m42.7550940000s,009d13m33.2207880000s,162.347,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.7550940000s,009d13m33.2207880000s,160.271,2.076,5036137.522,517655.129,160.271,FIXED,27,35,0.920,0.014,0.017,0.0,2023-11-13,11:24:11,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,261.997,0,0.00000000,270.00000000,0.000,0.000,0.000
200,,045d28m42.7304520000s,009d13m33.1675260000s,162.353,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.7304520000s,009d13m33.1675260000s,160.277,2.076,5036136.759,517653.975,160.277,FIXED,26,35,0.910,0.014,0.017,0.0,2023-11-13,11:24:13,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,263.087,0,0.00000000,270.00000000,0.000,0.000,0.000
201,,045d28m42.7093620000s,009d13m33.1112880000s,162.395,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.7093620000s,009d13m33.1112880000s,160.319,2.076,5036136.104,517652.755,160.319,FIXED,25,35,0.940,0.014,0.017,0.0,2023-11-13,11:24:15,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,264.247,0,0.00000000,270.00000000,0.000,0.000,0.000
202,,045d28m42.6869640000s,009d13m33.0609360000s,162.355,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.6869640000s,009d13m33.0609360000s,160.279,2.076,5036135.410,517651.664,160.279,FIXED,25,35,0.920,0.014,0.017,0.0,2023-11-13,11:24:17,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,265.290,0,0.00000000,270.00000000,0.000,0.000,0.000
203,,045d28m42.6683340000s,009d13m33.0156060000s,162.371,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.6683340000s,009d13m33.0156060000s,160.295,2.076,5036134.832,517650.682,160.295,FIXED,26,35,0.920,0.014,0.017,0.0,2023-11-13,11:24:19,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,266.227,0,0.00000000,270.00000000,0.000,0.000,0.000
204,,045d28m42.6468660000s,009d13m32.9719680000s,162.341,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.6468660000s,009d13m32.9719680000s,160.265,2.076,5036134.167,517649.736,160.265,FIXED,26,35,0.940,0.014,0.017,0.0,2023-11-13,11:24:21,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,267.129,0,0.00000000,270.00000000,0.000,0.000,0.000
205,,045d28m42.6176220000s,009d13m32.9108520000s,162.331,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.6176220000s,009d13m32.9108520000s,160.255,2.076,5036133.261,517648.412,160.255,FIXED,26,35,0.910,0.014,0.017,0.0,2023-11-13,11:24:24,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,268.394,0,0.00000000,270.00000000,0.000,0.000,0.000
206,,045d28m42.5988720000s,009d13m32.8686000000s,162.315,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.5988720000s,009d13m32.8686000000s,160.239,2.076,5036132.680,517647.496,160.239,FIXED,26,35,0.940,0.014,0.017,0.0,2023-11-13,11:24:26,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,269.274,0,0.00000000,270.00000000,0.000,0.000,0.000
207,,045d28m42.5903340000s,009d13m32.8497060000s,162.197,0.0000000000000000,0.0000000000000000,0.000000,045d28m42.5903340000s,009d13m32.8497060000s,160.121,2.076,5036132.415,517647.087,160.121,FIXED,27,35,0.910,0.014,0.017,0.0,2023-11-13,11:24:29,RTCM-Ref 18,045d28m42.1269631298s,009d13m45.1661289562s,191.162,269.681,0,0.00000000,270.00000000,0.000,0.000,0.000
